star.name,num.exoplanets,exoplanet.name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,mass.10.24.kg,radius_multiplier,radius_wrt,radius.km,orbital_radius,orbital_period,eccentricity,detection_method,J2000.hr,J2K.m,J2K.s,Equatorial.Angle.sign,EA.degree,EA.m,EA.s,Error,sign,declination.radians,right.ascension.radians,x.pos,y.pos,z.pos
Kepler-173,2,Kepler-173 b,2718,14.357,Super Earth,2014,2.21,Earth,13.198562,1.29,Earth,8218.59,0.048,0.011772759,0,Transit,19,38,35.19,+,41,53,2.8,0.001,1,0.94704474095299,5.14255373613904,662.037393301701,-1442.91170173304,2206.18138666615
Kepler-1730,1,Kepler-1730 b,4655,15.478,Neptune-like,2021,18.4,Earth,109.88848,0.4,Jupiter,27964.4,0.1131,0.03778234,0,Transit,18,47,50.54,+,43,42,11.1,0.001,1,0.934558364596014,4.92114054001052,573.197155110786,-2705.83249812943,3744.18756387011
Kepler-1731,1,Kepler-1731 b,554,12.742,Neptune-like,2021,8.92,Earth,53.272024,0.262,Jupiter,18316.682,0.1401,0.059685145,0,Transit,19,25,1.07,+,36,44,36.8,0.001,1,0.82298091995706,5.0833492590293,136.572748436542,-351.115356561459,406.179628700417
Kepler-1732,1,Kepler-1732 b,4206,14.884,Neptune-like,2021,15.7,Earth,93.76354,0.366,Jupiter,25587.426,0.2015,0.08843258,0,Transit,19,29,9.83,+,37,34,50.8,0.001,1,0.797819089907475,5.10143959672622,1114.00420661209,-2717.44431801451,3010.80172149234
Kepler-1733,1,Kepler-1733 b,6787,15.612,Neptune-like,2021,12.8,Earth,76.44416,0.324,Jupiter,22651.164,0.0933,0.025188226,0,Transit,19,24,33.23,+,37,51,33.3,0.001,1,0.870722947204321,5.08132467709699,1576.89104122048,-4078.4556519897,5190.66307314122
Kepler-1734,1,Kepler-1734 b,4837,15.598,Neptune-like,2021,9.74,Earth,58.169228,0.276,Jupiter,19295.436,0.0714,0.018617386,0,Transit,19,36,39.16,+,41,27,6.4,0.001,1,0.833860138961158,5.13411579642617,1330.57781791468,-2965.76763267205,3581.94835522069
Kepler-1735,1,Kepler-1735 b,800,15.896,Super Earth,2021,1.84,Earth,10.988848,1.194,Earth,7606.974,0.0621,0.021081451,0,Transit,18,44,12.03,+,47,11,17.3,0.001,1,0.869559394369658,4.90525004439163,98.9255628444491,-506.561478152167,611.235798909227
Kepler-1736,1,Kepler-1736 b,4665,14.808,Neptune-like,2021,14.3,Earth,85.40246,0.346,Jupiter,24189.206,0.2188,0.103490755,0,Transit,19,19,6.4,+,38,15,44.1,0.001,1,0.731882005208172,5.05755692878743,1174.21866247612,-3265.69002351478,3117.48363315813
Kepler-1737,1,Kepler-1737 b,,15.498,Neptune-like,2021,25.1,Earth,149.90222,0.481,Jupiter,33627.191,0.297,0.17686516,0,Transit,19,48,3.57,+,47,29,11.2,0.035,1,0.947655606191188,5.18388749614939,,,
Kepler-1738,1,Kepler-1738 b,4250,15.649,Neptune-like,2021,8.37,Earth,49.987314,0.252,Jupiter,17617.572,0.0781,0.021081451,0,Transit,19,44,31.53,+,47,26,19.8,0.001,1,0.935191046449862,5.16846751220802,1111.24008343574,-2265.18273012953,3420.0281689028
Kepler-1739,1,Kepler-1739 b,2556,14.899,Neptune-like,2021,6.48,Earth,38.699856,0.217,Jupiter,15170.687,0.0697,0.019986311,0,Transit,19,44,55.7,+,47,40,44.2,0.001,1,0.998051988342524,5.17022520420889,612.269710962342,-1242.53951107372,2148.10552917187
Kepler-174,3,Kepler-174 c,1255,14.53,Super Earth,2014,2.83,Earth,16.901326,1.49,Earth,9492.79,0.214,0.120465435,0,Transit,19,9,45.4,+,43,49,55.4,0.001,1,0.968323213416887,5.01675985752207,213.137419272269,-678.496608891178,1034.04051769219
Kepler-174,3,Kepler-174 d,1255,14.53,Neptune-like,2014,5.43,Earth,32.429046,2.19,Earth,13952.49,0.677,0.67734426,0,Transit,19,9,45.4,+,43,49,55.4,0.001,1,0.968323213416887,5.01675985752207,213.137419272269,-678.496608891178,1034.04051769219
Kepler-174,3,Kepler-174 b,1255,14.53,Super Earth,2014,4.5,Earth,26.8749,1.96,Earth,12487.16,0.1,0.03832991,0,Transit,19,9,45.4,+,43,49,55.4,0.001,1,0.968323213416887,5.01675985752207,213.137419272269,-678.496608891178,1034.04051769219
Kepler-1740,1,Kepler-1740 b,3463,15.454,Neptune-like,2021,11,Earth,65.6942,0.296,Jupiter,20693.656,0.0779,0.022450376,0,Transit,19,35,29.66,+,38,55,20.8,0.001,1,0.904720506592127,5.1290616138006,866.022427635449,-1956.72582130609,2722.79235621566
Kepler-1741,1,Kepler-1741 b,883,16.154,Super Earth,2021,2.16,Earth,12.899952,1.273,Earth,8110.283,0.0296,0.007665982,0,Transit,19,30,18.48,+,39,7,15.2,0.001,1,0.712327045380619,5.10643196560745,256.573933812009,-617.077369649642,577.125927640156
Kepler-1742,1,Kepler-1742 b,2184,14.512,Neptune-like,2021,5.38,Earth,32.130436,2.178,Earth,13876.038,0.2587,0.13552362,0,Transit,19,7,52.03,+,44,59,32.8,0.001,1,1.02776621885773,5.00851535846796,329.328745595836,-1079.42300403407,1869.8247392968
Kepler-1743,1,Kepler-1743 b,1758,12.062,Super Earth,2021,3.18,Earth,18.991596,1.599,Earth,10187.229,0.0822,0.020807665,0,Transit,19,22,12.56,+,48,7,34.5,0.001,1,0.870810213666921,5.07109486601874,397.584224284886,-1060.43355491588,1344.60829248084
Kepler-1744,1,Kepler-1744 b,3561,15.566,Neptune-like,2021,13.6,Earth,81.22192,0.336,Jupiter,23490.096,0.2093,0.10157426,0,Transit,19,24,4.96,+,42,27,44.8,0.001,1,0.854105958284292,5.07926882468225,839.080347390859,-2183.52461082016,2684.93676733087
Kepler-1745,1,Kepler-1745 b,3249,14.854,Super Earth,2021,4.38,Earth,26.158236,1.929,Earth,12289.659,0.0408,0.008213553,0,Transit,19,33,52.55,+,42,49,20.6,0.001,1,0.948339193481552,5.12199957531472,754.399085256872,-1737.57285997089,2639.64459282991
Kepler-1746,1,Kepler-1746 b,3195,13.572,Gas Giant,2021,0.186,Jupiter,353.05218,0.797,Jupiter,55719.067,0.9453,0.8793977,0,Transit,19,13,16.9,+,42,15,41.1,0.001,1,0.801477009131446,5.03214057155527,698.628473369761,-2109.93501898664,2295.23799895586
Kepler-1747,1,Kepler-1747 b,4310,16.1966,Neptune-like,2021,16.8,Earth,100.33296,0.381,Jupiter,26636.091,0.066,0.016974675,0,Transit,18,56,50.31,+,45,15,29,0.001,1,0.852956949860062,4.96039372210839,695.893463612959,-2748.20280738903,3246.4155027907
Kepler-1748,1,Kepler-1748 b,3534,16.004,Neptune-like,2021,7.81,Earth,46.642882,0.242,Jupiter,16918.462,0.0615,0.015879534,0,Transit,19,3,52.29,+,45,44,20.6,0.001,1,0.978882455391453,4.99108097368158,542.437932610918,-1895.71680550556,2932.77596870075
Kepler-1749,1,Kepler-1749 b,875,14.95,Super Earth,2021,3.23,Earth,19.290206,1.613,Earth,10276.423,0.0956,0.039698835,0,Transit,19,21,10.69,+,45,33,52.5,0.001,1,0.933205734425718,5.0665955526512,180.656107290486,-488.519939648206,703.090776119813
Kepler-175,2,Kepler-175 b,4281,15.225,Neptune-like,2014,7.08,Earth,42.283176,0.228,Jupiter,15939.708,0.105,0.032580424,0,Transit,19,18,12.78,+,43,52,34.2,0.001,1,0.979871475300917,5.05365757235027,798.242044714469,-2247.52546390795,3555.05273197676
Kepler-175,2,Kepler-175 c,4281,15.225,Neptune-like,2014,9.8,Earth,58.52756,0.277,Jupiter,19365.347,0.213,0.09308693,0,Transit,19,18,12.78,+,43,52,34.2,0.001,1,0.979871475300917,5.05365757235027,798.242044714469,-2247.52546390795,3555.05273197676
Kepler-1750,1,Kepler-1750 b,4884,15.702,Neptune-like,2021,30.1,Earth,179.76322,0.536,Jupiter,37472.296,0.6785,0.56372344,0,Transit,19,29,24.35,+,48,30,39.8,0.001,1,0.971552072533077,5.10249552092368,1047.56380196749,-2547.70458282225,4033.02212236357
Kepler-1751,1,Kepler-1751 b,4213,15.455,Super Earth,2021,3.98,Earth,23.769356,1.824,Earth,11620.704,0.0712,0.019164955,0,Transit,18,59,23.18,+,49,41,32.5,0.001,1,1.03647104850205,4.97151074222307,549.748873582279,-2073.8872325589,3625.76018548169
Kepler-1752,1,Kepler-1752 b,3141,16.0249,Neptune-like,2021,18.7,Earth,111.68014,0.405,Jupiter,28313.955,0.2698,0.15441479,0,Transit,19,23,25,+,51,13,22,0.001,1,0.948441004354585,5.07636285147767,651.835652783025,-1711.09474518936,2552.08660800261
Kepler-1753,1,Kepler-1753 b,2308,15.59,Neptune-like,2021,5.59,Earth,33.384598,2.227,Earth,14188.217,0.1179,0.043805614,0,Transit,19,12,56.8,+,46,36,21.2,0.001,1,0.961472796102809,5.03067885830672,413.365536368233,-1254.55198684019,1892.64160518
Kepler-1754,1,Kepler-1754 b,2345,16.007,Neptune-like,2021,6.53,Earth,38.998466,0.218,Jupiter,15240.598,0.0718,0.022450376,0,Transit,19,41,49.7,+,50,4,37.8,0.001,1,0.892866812088999,5.15669890250593,632.175881660922,-1327.94320931477,1826.45708613179
Kepler-1755,1,Kepler-1755 b,3205,14.544,Neptune-like,2021,29.4,Earth,175.58268,0.528,Jupiter,36913.008,0.1668,0.0678987,0,Transit,19,47,23.08,+,40,8,19.1,0.001,1,0.734427277033997,5.18094298025717,1074.25713981215,-2122.41653456305,2147.86979385995
Kepler-1756,1,Kepler-1756 b,,15.736,Super Earth,2021,2.77,Earth,16.542994,1.472,Earth,9378.112,0.0319,0.006570842,0,Transit,19,37,27.57,+,40,43,15.1,0.001,1,0.886852698374835,5.13763627097154,,,
Kepler-1757,1,Kepler-1757 b,2633,15.817,Neptune-like,2021,8.99,Earth,53.690078,0.263,Jupiter,18386.593,0.1335,0.053935662,0,Transit,19,50,57.55,+,46,56,30.8,0.001,1,1.04943739040332,5.19653967878531,610.395123063909,-1160.67210803678,2283.18791415977
Kepler-1758,1,Kepler-1758 b,5181,15.119,Neptune-like,2021,7.13,Earth,42.581786,0.229,Jupiter,16009.619,0.0919,0.027378507,0,Transit,19,51,11.25,+,39,55,16.9,0.001,1,0.921890183108622,5.19753597089999,1460.08558338677,-2769.66487619976,4127.93744656233
Kepler-1759,1,Kepler-1759 b,1257,14.532,Terrestrial,2021,0.676,Earth,4.0372072,0.904,Earth,5759.384,0.0429,0.010130048,0,Transit,19,53,51.79,+,48,33,33.8,0.001,1,0.984205709610036,5.20921076915479,331.632711106315,-611.662072280601,1046.87069605452
Kepler-176,4,Kepler-176 b,1720,14.767,Super Earth,2014,2.63,Earth,15.706886,1.43,Earth,9110.53,0.058,0.014784395,0,Transit,19,38,40.31,+,43,51,11.7,0.001,1,0.973871905997186,5.14292607304613,403.508653236787,-878.584622469868,1422.55749547163
Kepler-176,4,Kepler-176 c,1720,14.767,Neptune-like,2014,23,Earth,137.3606,0.232,Jupiter,16219.352,0.102,0.03504449,0,Transit,19,38,40.31,+,43,51,11.7,0.001,1,0.973871905997186,5.14292607304613,403.508653236787,-878.584622469868,1422.55749547163
Kepler-176,4,Kepler-176 e,1720,14.767,Super Earth,2016,2.7,Earth,16.12494,1.45,Earth,9237.95,0.2494,0.14017797,0,Transit,19,38,40.31,+,43,51,11.7,0.001,1,0.973871905997186,5.14292607304613,403.508653236787,-878.584622469868,1422.55749547163
Kepler-176,4,Kepler-176 d,1720,14.767,Super Earth,2014,15.2,Earth,90.77744,0.224,Jupiter,15660.064,0.163,0.07063655,0,Transit,19,38,40.31,+,43,51,11.7,0.001,1,0.973871905997186,5.14292607304613,403.508653236787,-878.584622469868,1422.55749547163
Kepler-1760,1,Kepler-1760 b,,14.472,Neptune-like,2021,5.86,Earth,34.997092,0.204,Jupiter,14261.844,0.2084,0.10485968,0,Transit,18,56,31.83,+,48,49,30.4,0.001,1,1.05377162471244,4.95904981858435,,,
Kepler-1761,1,Kepler-1761 b,722,15.619,Super Earth,2021,2.51,Earth,14.990222,1.391,Earth,8862.061,0.0413,0.0109514035,0,Transit,18,56,31.88,+,49,8,33.3,0.001,1,0.89253956285425,4.95905345468696,110.611601161377,-439.297639906514,562.198058748946
Kepler-1762,1,Kepler-1762 b,5427,15.239,Neptune-like,2021,8.05,Earth,48.07621,0.246,Jupiter,17198.106,0.204,0.080766596,0,Transit,19,21,58.35,+,39,47,7.8,0.001,1,0.88632182739402,5.07006148565745,1201.2835167384,-3214.15438136475,4204.57590312821
Kepler-1763,1,Kepler-1763 b,2468,13.634,Super Earth,2021,1.59,Earth,9.495798,1.147,Earth,7307.537,0.0257,0.0041067763,0,Transit,19,36,27.13,+,40,21,46.6,0.001,1,0.79315033415839,5.1332409501386,707.407889798046,-1580.46490345241,1758.61558232794
Kepler-1764,1,Kepler-1764 b,5032,14.91,Neptune-like,2021,18.8,Earth,112.27736,0.406,Jupiter,28383.866,0.3512,0.19301848,0,Transit,19,35,31.17,+,41,23,37.7,0.001,1,0.818683046674023,5.12917142409937,1391.68333243041,-3143.49240880808,3674.60160806601
Kepler-1765,1,Kepler-1765 b,2494,15.04,Neptune-like,2021,6.78,Earth,40.491516,0.223,Jupiter,15590.153,0.0917,0.028473647,0,Transit,19,52,3.46,+,42,57,26.8,0.001,1,0.983696655244871,5.2013327892436,648.904420781903,-1219.67126222836,2076.38172424629
Kepler-1766,1,Kepler-1766 b,1635,12.96,Neptune-like,2021,5.81,Earth,34.698482,0.203,Jupiter,14191.933,0.4229,0.28747433,0,Transit,19,37,6.54,+,46,40,30.9,0.001,1,0.979631492528767,5.13610692621448,374.655338210149,-830.648826071396,1357.52749706842
Kepler-1767,1,Kepler-1767 b,2676,16.206,Neptune-like,2021,9.34,Earth,55.780348,0.269,Jupiter,18806.059,0.2873,0.16344969,0,Transit,19,34,34.59,+,46,59,23,0.001,1,1.06196012778638,5.12505681038779,522.83222533446,-1194.20794344184,2336.98306625705
Kepler-1768,1,Kepler-1768 b,2064,13.565,Neptune-like,2021,5.62,Earth,33.563764,2.233,Earth,14226.443,0.1286,0.041341547,0,Transit,19,59,49.73,+,44,46,18.7,0.001,1,0.970017637232365,5.23524090050724,582.61929132125,-1010.86899844554,1702.58469080455
Kepler-1769,1,Kepler-1769 b,1430,12.487,Neptune-like,2021,18.2,Earth,108.69404,0.398,Jupiter,27824.578,0.3987,0.24421628,0,Transit,19,38,58.39,+,43,27,40.2,0.001,1,0.871224729364269,5.1442408877493,385.388345826842,-836.229446830773,1094.11888529261
Kepler-177,2,Kepler-177 b,4682,15.171,Neptune-like,2013,5.84,Earth,34.877648,0.312,Jupiter,21812.232,0.2184,0.1010267,0,Transit,19,4,11.3,+,45,3,11.5,0.001,1,0.79932443638732,4.99246341989326,902.327188972834,-3137.05714902866,3356.45677579328
Kepler-177,2,Kepler-177 c,4682,15.171,Neptune-like,2013,14.7,Earth,87.79134,0.779,Jupiter,54460.669,0.2655,0.13524984,0,Transit,19,4,11.3,+,45,3,11.5,0.001,1,0.79932443638732,4.99246341989326,902.327188972834,-3137.05714902866,3356.45677579328
Kepler-1770,1,Kepler-1770 b,1902,14.418,Neptune-like,2021,8.45,Earth,50.46509,0.253,Jupiter,17687.483,0.1261,0.04599589,0,Transit,19,57,0.07,+,43,24,37.5,0.001,1,0.857938410433463,5.22290287713668,607.803947076336,-1085.29908181984,1438.85519247749
Kepler-1771,1,Kepler-1771 b,1845,13.802,Neptune-like,2021,15.5,Earth,92.5691,0.362,Jupiter,25307.782,0.3815,0.24257357,0,Transit,19,28,3.22,+,49,1,8.7,0.001,1,0.860207338461055,5.09659558083142,451.084276402972,-1115.72048627531,1398.46908156298
Kepler-1772,1,Kepler-1772 b,2843,13.546,Neptune-like,2021,7.68,Earth,45.866496,0.24,Jupiter,16778.64,0.0418,0.008761123,0,Transit,19,17,45.14,+,39,16,13.2,0.001,1,0.751451509446159,5.05164753482839,691.325930966625,-1958.96939810811,1940.91636977204
Kepler-1773,1,Kepler-1773 b,2222,13.085,Neptune-like,2021,12.1,Earth,72.26362,0.313,Jupiter,21882.143,0.2489,0.11170431,0,Transit,19,4,53.57,+,38,15,29.3,0.001,1,0.730805718836109,4.99553738103834,462.257523457712,-1588.69857462992,1483.11793899731
Kepler-1774,1,Kepler-1774 b,2664,14.02,Neptune-like,2021,10.2,Earth,60.91644,0.284,Jupiter,19854.724,0.3096,0.16372347,0,Transit,19,14,17.86,+,40,59,19.2,0.001,1,0.956964028868491,5.03657370785533,488.785874724989,-1454.54596158716,2177.67775722208
Kepler-1775,1,Kepler-1775 b,2143,13.429,Neptune-like,2021,12.9,Earth,77.04138,0.325,Jupiter,22721.075,0.3986,0.2346338,0,Transit,19,5,36.55,+,38,44,18.7,0.001,1,0.856571235852734,4.99866297484045,396.38609879413,-1346.60557049512,1619.25306798977
Kepler-1776,1,Kepler-1776 b,2252,13.68,Neptune-like,2021,7.33,Earth,43.776226,0.233,Jupiter,16289.263,0.2124,0.09582478,0,Transit,19,26,8.25,+,47,2,33,0.001,1,0.831431222418799,5.08823472649384,556.990652904151,-1411.51912250294,1663.99494572127
Kepler-1777,1,Kepler-1777 b,2020,14.112,Neptune-like,2021,5.19,Earth,30.995718,2.132,Earth,13582.972,0.1031,0.03340178,0,Transit,19,21,18.87,+,37,43,23.2,0.001,1,0.835081869437554,5.06719041903792,470.960670097427,-1271.21992962126,1497.52994552867
Kepler-1778,1,Kepler-1778 b,4163,15.273,Neptune-like,2021,9.36,Earth,55.899792,0.269,Jupiter,18806.059,0.0956,0.027652293,0,Transit,19,9,26.71,+,43,44,19.6,0.001,1,0.9439031482994,5.01540068236708,728.727027534498,-2330.88802922797,3371.42209083088
Kepler-1779,1,Kepler-1779 b,2964,15.132,Neptune-like,2021,9.44,Earth,56.377568,0.271,Jupiter,18945.881,0.1264,0.044626966,0,Transit,20,1,40.19,+,45,36,19.8,0.001,1,0.943917692709833,5.24327377838954,880.318533094301,-1499.41963977873,2400.43246606451
Kepler-178,3,Kepler-178 c,2336,14.876,Neptune-like,2014,8.65,Earth,51.65953,0.257,Jupiter,17967.127,0.142,0.05639973,0,Transit,19,8,24.25,+,46,53,47.3,0.001,1,1.03754733487411,5.01085846298876,349.184123065851,-1134.96730988505,2011.66986697396
Kepler-178,3,Kepler-178 d,2336,14.876,Neptune-like,2014,14.8,Earth,88.38856,0.352,Jupiter,24608.672,0.397,0.26475015,0,Transit,19,8,24.25,+,46,53,47.3,0.001,1,1.03754733487411,5.01085846298876,349.184123065851,-1134.96730988505,2011.66986697396
Kepler-178,3,Kepler-178 b,2336,14.876,Neptune-like,2014,8.75,Earth,52.25675,0.259,Jupiter,18106.949,0.085,0.026283368,0,Transit,19,8,24.25,+,46,53,47.3,0.001,1,1.03754733487411,5.01085846298876,349.184123065851,-1134.96730988505,2011.66986697396
Kepler-1780,1,Kepler-1780 b,2579,14.907,Neptune-like,2021,12.7,Earth,75.84694,0.322,Jupiter,22511.342,0.4276,0.29952088,0,Transit,19,36,20.14,+,42,48,34.4,0.001,1,0.944979434671463,5.13273262299396,616.467039612419,-1379.16784184603,2090.24052517629
Kepler-1781,1,Kepler-1781 b,3140,15.713,Neptune-like,2021,6.26,Earth,37.385972,0.212,Jupiter,14821.132,0.0574,0.013415469,0,Transit,19,26,50.75,+,42,20,29.4,0.001,1,0.822442776771028,5.09132541371092,790.38314774197,-1984.98953886681,2301.02390477692
Kepler-1782,1,Kepler-1782 b,997,13.875,Neptune-like,2021,5.6,Earth,33.44432,2.229,Earth,14200.959,0.0582,0.015879534,0,Transit,18,43,42.27,+,44,5,16.4,0.001,1,0.790954128182964,4.90308583611916,132.88069970451,-688.349224083942,708.891434106151
Kepler-1783,1,Kepler-1783 b,861,13.309,Super Earth,2021,2.3,Earth,13.73606,1.319,Earth,8403.349,0.077,0.022724163,0,Transit,19,48,5.06,+,41,22,37.8,0.001,1,0.814326995749254,5.18399585200712,268.48134617871,-526.445323549835,626.174167517774
Kepler-1784,1,Kepler-1784 b,2880,15.423,Neptune-like,2021,8.24,Earth,49.210928,0.25,Jupiter,17477.75,0.1072,0.037234772,0,Transit,19,51,48.99,+,44,40,2.9,0.001,1,0.942688690028221,5.20028050114875,793.304216303316,-1494.87445306326,2330.32589780361
Kepler-1785,1,Kepler-1785 b,2433,14.245,Neptune-like,2021,7.77,Earth,46.403994,0.241,Jupiter,16848.551,0.1379,0.053661875,0,Transit,19,43,10.12,+,47,36,0.3,0.001,1,0.977406197732474,5.16254720994115,591.952402152601,-1224.9397171329,2017.07809540834
Kepler-1786,1,Kepler-1786 b,2818,14.088,Neptune-like,2021,10.1,Earth,60.31922,0.282,Jupiter,19714.902,0.3659,0.21492128,0,Transit,19,30,21.07,+,38,31,19.2,0.001,1,0.799884396189001,5.10662031572256,754.198031240094,-1812.9331073848,2021.28248343018
Kepler-1787,1,Kepler-1787 b,2540,14.564,Neptune-like,2021,5.99,Earth,35.773478,0.207,Jupiter,14471.577,0.227,0.10759754,0,Transit,19,16,15.43,+,47,7,2.7,0.001,1,0.851044359888085,5.04512363952854,546.895495488647,-1582.52899731185,1910.0019082926
Kepler-1788,1,Kepler-1788 b,1828,15.484,Neptune-like,2021,6.25,Earth,37.32625,0.212,Jupiter,14821.132,0.0343,0.007665982,0,Transit,19,24,53.84,+,45,46,41.1,0.001,1,0.989099903720836,5.08282347859214,363.606227474839,-936.253261287679,1527.35206880067
Kepler-1789,1,Kepler-1789 b,1995,14.449,Neptune-like,2021,8.4,Earth,50.16648,0.253,Jupiter,17687.483,0.3543,0.21957563,0,Transit,18,51,27.17,+,41,47,48,0.001,1,0.924151838930998,4.93689431817133,267.596646601641,-1171.84566604966,1592.22949655135
Kepler-179,2,Kepler-179 c,1976,14.772,Super Earth,2014,4.66,Earth,27.830452,2,Earth,12742,0.064,0.017522246,0,Transit,19,54,39.29,+,47,45,43.2,0.001,1,1.01979588194029,5.21266506663269,496.22344012918,-907.735169519234,1683.55432329469
Kepler-179,2,Kepler-179 b,1976,14.772,Super Earth,2014,3.33,Earth,19.887426,1.64,Earth,10448.44,0.036,0.0073921974,0,Transit,19,54,39.29,+,47,45,43.2,0.001,1,1.01979588194029,5.21266506663269,496.22344012918,-907.735169519234,1683.55432329469
Kepler-1790,1,Kepler-1790 b,3491,14.179,Neptune-like,2021,10,Earth,59.722,0.281,Jupiter,19644.991,0.197,0.08651608,0,Transit,19,38,16.05,+,46,4,32.9,0.001,1,0.82269730395361,5.14116183606057,987.310537241721,-2159.77134038642,2558.84479019282
Kepler-1791,1,Kepler-1791 b,1964,13.529,Neptune-like,2021,9.91,Earth,59.184502,0.278,Jupiter,19435.258,0.0761,0.021081451,0,Transit,18,57,57.67,+,42,38,53.8,0.001,1,0.902757011183634,4.96529227954232,304.411682254171,-1177.89595811297,1541.81407425419
Kepler-1792,1,Kepler-1792 b,1961,15.566,Neptune-like,2021,6.89,Earth,41.148458,0.225,Jupiter,15729.975,0.0488,0.011498973,0,Transit,19,39,21.61,+,39,5,9.5,0.001,1,0.703185883423299,5.1459294938006,628.374950250622,-1357.43576552055,1268.08283025328
Kepler-1793,1,Kepler-1793 b,3881,15.949,Neptune-like,2021,13.8,Earth,82.41636,0.338,Jupiter,23629.918,0.0787,0.024093088,0,Transit,19,27,39.1,+,40,57,14.2,0.001,1,0.947873772347687,5.09484152493316,844.999675133396,-2100.63419732736,3152.05845726936
Kepler-1794,1,Kepler-1794 b,1831,15.497,Super Earth,2021,3.87,Earth,23.112414,1.794,Earth,11429.574,0.0821,0.026830938,0,Transit,20,2,28.72,+,45,47,20,0.001,1,0.991928791550111,5.24680297958118,510.201048003529,-862.027411085333,1532.6984808349
Kepler-1795,1,Kepler-1795 b,,16.188,Super Earth,2021,3.4,Earth,20.30548,1.663,Earth,10594.973,0.1002,0.0366872,0,Transit,19,5,55.03,+,39,16,11.8,0.001,1,0.751349698573126,5.00000687836449,,,
Kepler-1796,1,Kepler-1796 b,2694,14.493,Neptune-like,2021,8,Earth,47.7776,0.245,Jupiter,17128.195,0.1879,0.080766596,0,Transit,20,6,10.31,+,44,36,20.2,0.001,1,0.926493489010757,5.26291745912074,846.503424043406,-1379.04609342249,2153.90339274977
Kepler-1797,1,Kepler-1797 b,4366,15.421,Neptune-like,2021,9.58,Earth,57.213676,0.273,Jupiter,19085.703,0.1637,0.06406571,0,Transit,19,29,51.41,+,45,58,5.8,0.001,1,1.03889269283919,5.1044633796553,846.10759265084,-2046.29903234839,3762.80722491449
Kepler-1798,1,Kepler-1798 b,1289,16.391,Neptune-like,2021,5.94,Earth,35.474868,0.206,Jupiter,14401.666,0.1082,0.046269678,0,Transit,19,26,54.28,+,37,31,44.1,0.001,1,0.784241882768002,5.09158212255507,337.786240277034,-847.692242924771,910.406127596183
Kepler-1799,1,Kepler-1799 b,7355,15.99,Neptune-like,2021,15.9,Earth,94.95798,0.368,Jupiter,25727.248,0.1028,0.032580424,0,Transit,19,13,14.08,+,51,28,41.9,0.001,1,1.01533802014248,5.03193549536816,1218.38691854244,-3682.19326946755,6249.24083733477
Kepler-18,3,Kepler-18 b,1413,13.771,Super Earth,2011,6.9,Earth,41.20818,2,Earth,12742,0.0447,0.009582478,0,Transit,19,52,19.06,+,44,44,46.8,0.001,1,0.96333448063827,5.20246725325739,379.6246656123,-711.588963178773,1160.21345481808
Kepler-18,3,Kepler-18 d,1413,13.771,Neptune-like,2011,16.4,Earth,97.94408,0.623,Jupiter,43554.553,0.1172,0.040793974,0,Transit,19,52,19.06,+,44,44,46.8,0.001,1,0.96333448063827,5.20246725325739,379.6246656123,-711.588963178773,1160.21345481808
Kepler-18,3,Kepler-18 c,1413,13.771,Neptune-like,2011,17.3,Earth,103.31906,0.49,Jupiter,34256.39,0.0752,0.020807665,0,Transit,19,52,19.06,+,44,44,46.8,0.001,1,0.96333448063827,5.20246725325739,379.6246656123,-711.588963178773,1160.21345481808
Kepler-180,2,Kepler-180 b,2269,14.488,Super Earth,2014,2.86,Earth,17.080492,1.5,Earth,9556.5,0.109,0.03778234,0,Transit,19,42,17.11,+,49,46,28.4,0.001,1,1.0579895037381,5.15869221395581,480.506876756224,-1004.18613713863,1977.14044604034
Kepler-180,2,Kepler-180 c,2269,14.488,Neptune-like,2014,9.32,Earth,55.660904,0.269,Jupiter,18806.059,0.229,0.11471595,0,Transit,19,42,17.11,+,49,46,28.4,0.001,1,1.0579895037381,5.15869221395581,480.506876756224,-1004.18613713863,1977.14044604034
Kepler-1800,1,Kepler-1800 b,1143,13.194,Terrestrial,2021,0.961,Earth,5.7392842,0.997,Earth,6351.887,0.0592,0.012594113,0,Transit,19,50,36.33,+,40,21,9.1,0.001,1,0.790423257202149,5.19499651683834,373.1990359643,-712.307560887066,812.274226021259
Kepler-1801,1,Kepler-1801 b,2738,15.28,Neptune-like,2021,7.8,Earth,46.58316,0.242,Jupiter,16918.462,0.0915,0.028473647,0,Transit,19,40,39.35,+,39,12,5,0.001,1,0.733401896098451,5.15158290613602,864.904513758658,-1841.02077474855,1832.81932798193
Kepler-1802,2,Kepler-1802 c,2077,15.905,Neptune-like,2021,6,Earth,35.8332,0.207,Jupiter,14471.577,0.1748,0.09062286,0,Transit,20,0,58.12,+,44,8,29,0.08,1,0.804960395430218,5.2402143616549,725.088843759008,-1243.72107668347,1497.10822991176
Kepler-1802,2,Kepler-1802 b,2077,15.905,Super Earth,2021,3.43,Earth,20.484646,1.671,Earth,10645.941,0.0662,0.042436685,0,Transit,20,0,58.12,+,44,8,29,0.08,1,0.804960395430218,5.2402143616549,725.088843759008,-1243.72107668347,1497.10822991176
